S,B,layer,kernel,us
224,8,conv5,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.2463999999999373
224,8,conv5,_5x_cudnn_volta_scudnn_128x32_sliced1x4_ldg4_relu_exp_medium_nhwc_tn_v1,353.4696
224,8,conv5,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",8.524599999999964
224,8,conv6,aten::cudnn_convolution,102.67609999999998
224,8,conv6,Activity Buffer Request,10.034999999999991
224,8,conv6,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.0254999999999654
224,8,conv6,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,100.65060000000001
224,8,pool2,aten::mean,9.976899999999977
224,8,pool2,Activity Buffer Request,2.016000000000008
224,8,pool2,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",9.976899999999977
224,8,fc1,aten::addmm,6.009500000000026
224,8,fc1,Activity Buffer Request,0.588799999999992
224,8,fc1,"void gemmSN_TN_kernel<float, 128, 16, 2, 4, 8, 9, false, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float> >(cublasGemmSmallNParams<cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>)",6.009500000000026
224,8,relu,aten::clamp_min_,1.3790999999999827
224,8,relu,Activity Buffer Request,0.13759999999999764
224,8,relu,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",1.3790999999999827
224,8,fc2,aten::addmm,3.5934999999999833
224,8,fc2,Activity Buffer Request,0.3583999999999946
224,8,fc2,"void gemmSN_TN_kernel<float, 128, 16, 2, 4, 8, 9, false, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float> >(cublasGemmSmallNParams<cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>)",3.5934999999999833
224,64,conv1,aten::cudnn_convolution,1576.1611
224,64,conv1,Activity Buffer Request,155.18830000000003
224,64,conv1,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.313600000000065
224,64,conv1,_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1,1573.8475
224,64,pool1,aten::max_pool2d_with_indices,781.0692
224,64,pool1,Activity Buffer Request,77.9495
224,64,pool1,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float, int>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",781.0692
224,64,conv2,aten::cudnn_convolution,3456.379300000002
224,64,conv2,Activity Buffer Request,337.6878
224,64,conv2,"void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",1057.3083000000006
224,64,conv2,"void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)",8.211000000000377
224,64,conv2,volta_sgemm_128x64_nn,972.8853999999999
224,64,conv2,"void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",1417.9746000000005
224,64,conv3,aten::cudnn_convolution,1485.2904
224,64,conv3,Activity Buffer Request,146.3215
224,64,conv3,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.8093000000000075
224,64,conv3,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1,1482.4811
224,64,conv4,aten::cudnn_convolution,727.6917000000001
224,64,conv4,Activity Buffer Request,72.7209
224,64,conv4,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.6399000000000568
224,64,conv4,_5x_cudnn_volta_scudnn_128x64_relu_small_nn_v1,725.0518000000001
224,64,conv5,aten::cudnn_convolution,2963.0093
224,64,conv5,Activity Buffer Request,278.4451
224,64,conv5,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.991800000000319
224,64,conv5,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,2960.0174999999995
224,64,conv6,aten::cudnn_convolution,814.1971000000001
224,64,conv6,Activity Buffer Request,81.4757
224,64,conv6,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.27650000000026
224,64,conv6,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,810.9205999999999
224,64,pool2,aten::mean,108.05729999999998
224,64,pool2,Activity Buffer Request,10.978800000000001
224,64,pool2,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",108.05729999999998
224,64,fc1,aten::addmm,19.04880000000003
224,64,fc1,Activity Buffer Request,2.0062999999999875
224,64,fc1,volta_sgemm_64x32_sliced1x4_tn,15.509699999999976
224,64,fc1,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3.539100000000053
224,64,relu,aten::clamp_min_,1.7694999999999936
224,64,relu,Activity Buffer Request,0.17919999999999164
224,64,relu,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",1.7694999999999936
224,64,fc2,aten::addmm,11.093700000000023
224,64,fc2,Activity Buffer Request,1.1103000000000065
224,64,fc2,volta_sgemm_32x32_sliced1x4_tn,11.093700000000023
224,111,conv1,aten::cudnn_convolution,24689.98789999997
224,111,conv1,Activity Buffer Request,2473.9556999999973
224,111,conv1,"void fft2d_r2c_32x32<float, false, 1u, true>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",18.754700000002366
224,111,conv1,"void fft2d_r2c_32x32<float, false, 0u, false>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",3121.6160999999734
224,111,conv1,volta_gcgemm_32x32_nt,8291.373000000018
224,111,conv1,"void fft2d_c2r_32x32<float, true, false, 0u, false, false>(float*, float2 const*, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, cudnnActivationStruct, int, int)",13258.244099999976
224,111,conv1,Command Buffer Full,267202.7089999974
224,111,pool1,aten::max_pool2d_with_indices,1324.8188999999998
224,111,pool1,Activity Buffer Request,132.08190000000002
224,111,pool1,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float, int>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",1324.8188999999998
224,111,conv2,aten::cudnn_convolution,6490.8382
224,111,conv2,Activity Buffer Request,609.2115
224,111,conv2,"void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",1937.7939000000001
224,111,conv2,"void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)",9.494300000000203
224,111,conv2,volta_sgemm_128x64_nn,1780.2824
224,111,conv2,"void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",2763.2675999999997
224,111,conv3,aten::cudnn_convolution,2461.693
224,111,conv3,Activity Buffer Request,221.14659999999995
224,111,conv3,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.72630000000006
224,111,conv3,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1,2458.9667
224,111,conv4,aten::cudnn_convolution,1379.3047
224,111,conv4,Activity Buffer Request,140.54579999999999
224,111,conv4,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.0334999999998447
224,111,conv4,_5x_cudnn_volta_scudnn_128x64_relu_small_nn_v1,1376.2712
224,111,conv5,aten::cudnn_convolution,5845.3198
224,111,conv5,Activity Buffer Request,565.0624
224,111,conv5,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.2604999999996154
224,111,conv5,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,5842.059300000002
224,111,conv6,aten::cudnn_convolution,1114.1934999999999
224,111,conv6,Activity Buffer Request,111.43949999999998
224,111,conv6,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.6877999999999473
224,111,conv6,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,1111.5057000000002
224,111,pool2,aten::mean,176.967
224,111,pool2,Activity Buffer Request,17.6347
224,111,pool2,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",176.967
224,111,fc1,aten::addmm,19.151899999999976
224,111,fc1,Activity Buffer Request,2.0798999999999976
224,111,fc1,volta_sgemm_128x32_tn,16.118300000000023
224,111,fc1,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3.033599999999956
224,111,relu,aten::clamp_min_,1.7502999999999929
224,111,relu,Activity Buffer Request,0.18559999999999946
224,111,relu,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",1.7502999999999929
224,111,fc2,aten::addmm,9.318000000000007
224,111,fc2,Activity Buffer Request,0.9344000000000279
224,111,fc2,volta_sgemm_128x32_tn,7.065299999999979
224,111,fc2,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",2.252700000000027
224,128,conv1,aten::cudnn_convolution,28060.407100000033
224,128,conv1,Activity Buffer Request,2820.8872
224,128,conv1,"void fft2d_r2c_32x32<float, false, 1u, true>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",22.5720999999985
224,128,conv1,"void fft2d_r2c_32x32<float, false, 0u, false>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",3152.2950000000114
224,128,conv1,volta_gcgemm_32x32_nt,9585.19270000001
224,128,conv1,"void fft2d_c2r_32x32<float, true, false, 0u, false, false>(float*, float2 const*, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, cudnnActivationStruct, int, int)",15300.347300000003
224,128,conv1,Command Buffer Full,215355.44800000038
224,128,pool1,aten::max_pool2d_with_indices,1526.8004999999998
224,128,pool1,Activity Buffer Request,152.38209999999998
224,128,pool1,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float, int>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",1526.8004999999998
224,128,conv2,aten::cudnn_convolution,7393.735399999998
224,128,conv2,Activity Buffer Request,690.2072
224,128,conv2,"void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",2289.9165999999996
224,128,conv2,"void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)",9.791699999998764
224,128,conv2,volta_sgemm_128x64_nn,1883.3061999999998
224,128,conv2,"void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",3210.720899999999
224,128,conv3,aten::cudnn_convolution,3496.2490999999995
224,128,conv3,Activity Buffer Request,286.2048
224,128,conv3,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.1838999999999715
224,128,conv3,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1,3493.0651999999995
224,128,conv4,aten::cudnn_convolution,1710.4195000000007
224,128,conv4,Activity Buffer Request,180.0533
224,128,conv4,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.2352000000001224
224,128,conv4,_5x_cudnn_volta_scudnn_128x64_relu_small_nn_v1,1707.1843000000001
224,128,conv5,aten::cudnn_convolution,6669.532399999999
224,128,conv5,Activity Buffer Request,668.6591
224,128,conv5,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.2798999999986562
224,128,conv5,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,6666.2525
224,128,conv6,aten::cudnn_convolution,1398.6127
224,128,conv6,Activity Buffer Request,139.3298
224,128,conv6,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.937599999999816
224,128,conv6,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,1395.6751
224,128,pool2,aten::mean,205.8793
224,128,pool2,Activity Buffer Request,20.585699999999996
224,128,pool2,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",205.8793
224,128,fc1,aten::addmm,21.73030000000001
224,128,fc1,Activity Buffer Request,2.3391000000000077
224,128,fc1,volta_sgemm_128x32_tn,18.418500000000016
224,128,fc1,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3.3117999999999936
224,128,relu,aten::clamp_min_,1.9872000000000072
224,128,relu,Activity Buffer Request,0.21440000000000053
224,128,relu,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",1.9872000000000072
224,128,fc2,aten::addmm,11.996100000000002
224,128,fc2,Activity Buffer Request,1.2159000000000106
224,128,fc2,volta_sgemm_32x128_tn,9.186699999999973
224,128,fc2,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",2.8094000000000277
224,256,conv1,aten::cudnn_convolution,52007.068000000116
224,256,conv1,Activity Buffer Request,5349.373700000001
224,256,conv1,"void fft2d_r2c_32x32<float, false, 1u, true>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",24.44410000000355
224,256,conv1,"void fft2d_r2c_32x32<float, false, 0u, false>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",5786.941500000078
224,256,conv1,volta_gcgemm_32x32_nt,17148.25719999997
224,256,conv1,"void fft2d_c2r_32x32<float, true, false, 0u, false, false>(float*, float2 const*, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, cudnnActivationStruct, int, int)",29047.425200000056
224,256,conv1,Command Buffer Full,867163.192300007
224,256,pool1,aten::max_pool2d_with_indices,3052.8728
224,256,pool1,Activity Buffer Request,304.5977
224,256,pool1,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float, int>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",3052.8728
224,256,conv2,aten::cudnn_convolution,15145.367899999997
224,256,conv2,Activity Buffer Request,1521.1615000000004
224,256,conv2,"void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",4675.6662000000015
224,256,conv2,"void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)",10.271600000001763
224,256,conv2,volta_sgemm_128x64_nn,3815.535399999998
224,256,conv2,"void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",6643.894699999999
224,256,conv3,aten::cudnn_convolution,7989.599699999999
224,256,conv3,Activity Buffer Request,722.7116999999998
224,256,conv3,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.599899999999752
224,256,conv3,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1,7985.9998000000005
224,256,conv4,aten::cudnn_convolution,4116.675899999999
224,256,conv4,Activity Buffer Request,314.9174999999999
224,256,conv4,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.593500000000131
224,256,conv4,_5x_cudnn_volta_scudnn_128x64_relu_small_nn_v1,4113.082399999999
224,256,conv5,aten::cudnn_convolution,16027.801700000002
224,256,conv5,Activity Buffer Request,1543.7175
224,256,conv5,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.7022000000025854
224,256,conv5,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1,16024.0995
224,256,conv6,aten::cudnn_convolution,3153.1105
224,256,conv6,Activity Buffer Request,307.6341999999999
224,256,conv6,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.2766000000000077
224,256,conv6,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,3149.8338999999996
224,256,pool2,aten::mean,458.1670000000001
224,256,pool2,Activity Buffer Request,45.64960000000001
224,256,pool2,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",458.1670000000001
224,256,fc1,aten::addmm,34.65790000000006
224,256,fc1,Activity Buffer Request,3.583899999999994
224,256,fc1,volta_sgemm_128x64_tn,28.751000000000023
224,256,fc1,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",5.906900000000041
224,256,relu,aten::clamp_min_,2.585600000000068
224,256,relu,Activity Buffer Request,0.26240000000000235
224,256,relu,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",2.585600000000068
224,256,fc2,aten::addmm,13.042899999999985
224,256,fc2,Activity Buffer Request,1.4048000000000003
224,256,fc2,volta_sgemm_32x128_tn,10.079699999999992
224,256,fc2,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",2.9631999999999947
256,1,conv1,aten::cudnn_convolution,50.91360000000001
256,1,conv1,Activity Buffer Request,5.247800000000007
256,1,conv1,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",1.9614999999999667
256,1,conv1,_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1,48.952100000000044
256,1,pool1,aten::max_pool2d_with_indices,12.569200000000023
256,1,pool1,Activity Buffer Request,1.7248000000000048
256,1,pool1,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float, int>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",12.569200000000023
256,1,conv2,aten::cudnn_convolution,106.1501999999999
256,1,conv2,Activity Buffer Request,11.084500000000002
256,1,conv2,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",5.689499999999998
256,1,conv2,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",1.6669999999999618
256,1,conv2,_5x_cudnn_volta_scudnn_128x32_sliced1x4_ldg4_relu_exp_medium_nhwc_tn_v1,94.70729999999996
256,1,conv2,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",4.086399999999981
256,1,conv3,aten::cudnn_convolution,47.403199999999984
256,1,conv3,Activity Buffer Request,5.340599999999995
256,1,conv3,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",8.114899999999977
256,1,conv3,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",1.5966999999999871
256,1,conv3,_5x_cudnn_volta_scudnn_128x32_sliced1x4_ldg4_relu_exp_medium_nhwc_tn_v1,35.01970000000004
256,1,conv3,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",2.671899999999971
256,1,conv4,aten::cudnn_convolution,16.863400000000002
256,1,conv4,Activity Buffer Request,1.894399999999996
256,1,conv4,volta_sgemm_128x64_nn,16.863400000000002
256,1,conv5,aten::cudnn_convolution,150.9254999999998
256,1,conv5,Activity Buffer Request,14.924199999999995
256,1,conv5,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",31.768199999999958
256,1,conv5,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.163099999999963
256,1,conv5,_5x_cudnn_volta_scudnn_128x32_sliced1x4_ldg4_relu_exp_medium_nhwc_tn_v1,114.70939999999996
256,1,conv5,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",2.2847999999999273
256,1,conv6,aten::cudnn_convolution,19.79739999999997
256,1,conv6,Activity Buffer Request,2.425499999999988
256,1,conv6,volta_sgemm_128x32_nn,19.79739999999997
256,1,pool2,aten::mean,3.0718000000000076
256,1,pool2,Activity Buffer Request,0.31670000000001436
256,1,pool2,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",3.0718000000000076
256,1,fc1,aten::addmm,3.065399999999977
256,1,fc1,Activity Buffer Request,0.4
256,1,fc1,"std::enable_if<!(false), void>::type internal::gemvx::kernel<int, int, float, float, float, float, false, true, true, false, 7, false, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float> >(cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>)",3.065399999999977
256,1,relu,aten::clamp_min_,1.4720000000000142
256,1,relu,Activity Buffer Request,0.15040000000000192
256,1,relu,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",1.4720000000000142
256,1,fc2,aten::addmm,2.93739999999998
256,1,fc2,Activity Buffer Request,0.294399999999996
