S,B,layer,kernel,us
64,111,relu,Activity Buffer Request,0.3647999999999911
64,111,relu,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",3.539099999999985
64,111,fc2,aten::addmm,19.698500000000035
64,111,fc2,Activity Buffer Request,1.9838999999999942
64,111,fc2,volta_sgemm_128x32_tn,15.103500000000007
64,111,fc2,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",4.595000000000027
64,128,conv1,aten::cudnn_convolution,3541.460399999999
64,128,conv1,Activity Buffer Request,330.2225
64,128,conv1,"void fft2d_r2c_32x32<float, false, 1u, true>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",29.256499999999892
64,128,conv1,"void fft2d_r2c_32x32<float, false, 0u, false>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",322.0972000000005
64,128,conv1,volta_gcgemm_32x32_nt,1384.6797999999994
64,128,conv1,"void fft2d_c2r_32x32<float, true, false, 0u, false, false>(float*, float2 const*, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, cudnnActivationStruct, int, int)",1805.4268999999993
64,128,pool1,aten::max_pool2d_with_indices,165.82760000000002
64,128,pool1,Activity Buffer Request,16.431400000000007
64,128,pool1,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float, int>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",165.82760000000002
64,128,conv2,aten::cudnn_convolution,974.6772000000003
64,128,conv2,Activity Buffer Request,97.52949999999998
64,128,conv2,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.5359000000000607
64,128,conv2,_5x_cudnn_volta_scudnn_128x64_relu_small_nn_v1,971.1413000000002
64,128,conv3,aten::cudnn_convolution,438.6862
64,128,conv3,Activity Buffer Request,44.05930000000001
64,128,conv3,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.5743999999999003
64,128,conv3,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1,435.11180000000013
64,128,conv4,aten::cudnn_convolution,186.59589999999992
64,128,conv4,Activity Buffer Request,18.652200000000015
64,128,conv4,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.555099999999925
64,128,conv4,_5x_cudnn_volta_scudnn_128x64_relu_small_nn_v1,183.0408
64,128,conv5,aten::cudnn_convolution,854.6473000000002
64,128,conv5,Activity Buffer Request,85.53960000000002
64,128,conv5,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.58390000000004
64,128,conv5,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1,851.0634000000002
64,128,conv6,aten::cudnn_convolution,192.45140000000004
64,128,conv6,Activity Buffer Request,19.253799999999977
64,128,conv6,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.5263000000000373
64,128,conv6,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,188.9251
64,128,pool2,aten::mean,71.85370000000003
64,128,pool2,Activity Buffer Request,7.113400000000001
64,128,pool2,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",71.85370000000003
64,128,fc1,aten::addmm,29.304500000000008
64,128,fc1,Activity Buffer Request,3.26389999999999
64,128,fc1,volta_sgemm_128x32_tn,24.767100000000017
64,128,fc1,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",4.537399999999991
64,128,relu,aten::clamp_min_,2.7070000000000163
64,128,relu,Activity Buffer Request,0.2880000000000109
64,128,relu,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",2.7070000000000163
64,128,fc2,aten::addmm,16.139999999999965
64,128,fc2,Activity Buffer Request,1.6254999999999882
64,128,fc2,volta_sgemm_32x128_tn,12.357799999999974
64,128,fc2,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3.782199999999989
64,256,conv1,aten::cudnn_convolution,5743.285499999999
64,256,conv1,Activity Buffer Request,596.3993000000002
64,256,conv1,"void fft2d_r2c_32x32<float, false, 1u, true>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",24.764000000000852
64,256,conv1,"void fft2d_r2c_32x32<float, false, 0u, false>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",501.90279999999984
64,256,conv1,volta_gcgemm_32x32_nt,2067.5328000000018
64,256,conv1,"void fft2d_c2r_32x32<float, true, false, 0u, false, false>(float*, float2 const*, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, cudnnActivationStruct, int, int)",3149.0858999999964
64,256,pool1,aten::max_pool2d_with_indices,321.3695
64,256,pool1,Activity Buffer Request,31.88710000000001
64,256,pool1,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float, int>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",321.3695
64,256,conv2,aten::cudnn_convolution,1255.1543999999997
64,256,conv2,Activity Buffer Request,125.4037
64,256,conv2,"void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",397.9609999999999
64,256,conv2,"void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)",10.188199999999892
64,256,conv2,volta_sgemm_128x64_nn,313.8231999999999
64,256,conv2,"void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",533.182
64,256,conv3,aten::cudnn_convolution,664.5303999999996
64,256,conv3,Activity Buffer Request,66.59289999999999
64,256,conv3,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.3501999999998815
64,256,conv3,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1,661.1801999999998
64,256,conv4,aten::cudnn_convolution,309.33249999999987
64,256,conv4,Activity Buffer Request,31.03249999999998
64,256,conv4,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.2446999999999435
64,256,conv4,_5x_cudnn_volta_scudnn_128x64_relu_small_nn_v1,306.08779999999996
64,256,conv5,aten::cudnn_convolution,1508.8899999999999
64,256,conv5,Activity Buffer Request,150.78209999999999
64,256,conv5,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.38870000000004
64,256,conv5,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1,1505.5012999999997
64,256,conv6,aten::cudnn_convolution,322.3090999999999
64,256,conv6,Activity Buffer Request,32.05020000000002
64,256,conv6,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.247499999999968
64,256,conv6,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,319.06159999999994
64,256,pool2,aten::mean,124.03310000000008
64,256,pool2,Activity Buffer Request,12.2529
64,256,pool2,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",124.03310000000008
64,256,fc1,aten::addmm,36.63849999999995
64,256,fc1,Activity Buffer Request,3.775800000000004
64,256,fc1,volta_sgemm_128x64_tn,30.22909999999997
64,256,fc1,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",6.409399999999982
64,256,relu,aten::clamp_min_,2.924700000000007
64,256,relu,Activity Buffer Request,0.29759999999998854
64,256,relu,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",2.924700000000007
64,256,fc2,aten::addmm,17.976700000000005
64,256,fc2,Activity Buffer Request,1.8750999999999975
64,256,fc2,volta_sgemm_32x128_tn,13.816999999999984
64,256,fc2,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",4.15970000000002
128,1,conv1,aten::cudnn_convolution,37.06079999999999
128,1,conv1,Activity Buffer Request,4.230199999999991
128,1,conv1,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.65569999999999
128,1,conv1,_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1,34.405100000000004
128,1,pool1,aten::max_pool2d_with_indices,7.238599999999986
128,1,pool1,Activity Buffer Request,0.7105000000000018
128,1,pool1,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float, int>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",7.238599999999986
128,1,conv2,aten::cudnn_convolution,428.5334999999997
128,1,conv2,Activity Buffer Request,43.784200000000034
128,1,conv2,"void fft2d_r2c_32x32<float, false, 5u, true>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",61.42850000000008
128,1,conv2,"void fft2d_r2c_32x32<float, false, 0u, false>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",78.47429999999994
128,1,conv2,"void gemv2N_kernel<int, int, float2, float2, float2, float2, 128, 2, 4, 4, 1, false, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float2 const>, cublasGemvTensorStridedBatched<float2 const>, cublasGemvTensorStridedBatched<float2>, float2> >(cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float2 const>, cublasGemvTensorStridedBatched<float2 const>, cublasGemvTensorStridedBatched<float2>, float2>)",204.3288999999998
128,1,conv2,"void fft2d_c2r_32x32<float, false, false, 0u, false, false>(float*, float2 const*, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, cudnnActivationStruct, int, int)",84.30179999999987
128,1,conv3,aten::cudnn_convolution,52.353199999999994
128,1,conv3,Activity Buffer Request,5.983799999999997
128,1,conv3,"void implicit_convolve_sgemm<float, float, 128, 5, 5, 3, 3, 3, 1, false, false, true>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, bool, bool, int, int)",52.353199999999994
128,1,conv4,aten::cudnn_convolution,14.837700000000018
128,1,conv4,Activity Buffer Request,1.4783000000000128
128,1,conv4,volta_sgemm_32x32_sliced1x4_nn,14.837700000000018
128,1,conv5,aten::cudnn_convolution,191.11730000000003
128,1,conv5,Activity Buffer Request,22.77370000000001
128,1,conv5,"void implicit_convolve_sgemm<float, float, 128, 5, 5, 3, 3, 3, 1, false, false, true>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, bool, bool, int, int)",191.11730000000003
128,1,conv6,aten::cudnn_convolution,15.197000000000049
128,1,conv6,Activity Buffer Request,1.66400000000001
128,1,conv6,volta_sgemm_32x32_sliced1x4_nn,15.197000000000049
128,1,pool2,aten::mean,4.5630999999999515
128,1,pool2,Activity Buffer Request,0.4510999999999967
128,1,pool2,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",4.5630999999999515
128,1,fc1,aten::addmm,4.863800000000015
128,1,fc1,Activity Buffer Request,0.46399999999998726
128,1,fc1,"std::enable_if<!(false), void>::type internal::gemvx::kernel<int, int, float, float, float, float, false, true, true, false, 7, false, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float> >(cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>)",4.863800000000015
128,1,relu,aten::clamp_min_,2.441399999999999
128,1,relu,Activity Buffer Request,0.23999999999998636
128,1,relu,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",2.441399999999999
128,1,fc2,aten::addmm,4.9021999999999935
128,1,fc2,Activity Buffer Request,0.4864000000000033
128,1,fc2,"std::enable_if<!(false), void>::type internal::gemvx::kernel<int, int, float, float, float, float, false, true, true, false, 7, false, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float> >(cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>)",4.9021999999999935
128,8,conv1,aten::cudnn_convolution,121.66399999999994
128,8,conv1,Activity Buffer Request,12.105200000000014
128,8,conv1,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.2384000000000013
128,8,conv1,_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1,118.42559999999995
128,8,pool1,aten::max_pool2d_with_indices,41.083600000000004
128,8,pool1,Activity Buffer Request,3.9679000000000086
128,8,pool1,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float, int>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",41.083600000000004
128,8,conv2,aten::cudnn_convolution,262.8836
128,8,conv2,Activity Buffer Request,26.4557
128,8,conv2,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.6622000000000527
128,8,conv2,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1,260.22139999999996
128,8,conv3,aten::cudnn_convolution,232.8485999999999
128,8,conv3,Activity Buffer Request,23.2183
128,8,conv3,"void implicit_convolve_sgemm<float, float, 512, 6, 8, 3, 3, 5, 1, false, false, true>(int, int, int, float const*, int, float*, float const*, kernel_conv_params, unsigned long long, int, float, float, int, float const*, float const*, bool, bool, int, int)",232.8485999999999
128,8,conv4,aten::cudnn_convolution,52.37039999999998
128,8,conv4,Activity Buffer Request,5.3506999999999945
128,8,conv4,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.5824999999999934
128,8,conv4,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,49.78789999999999
128,8,conv5,aten::cudnn_convolution,393.45980000000014
128,8,conv5,Activity Buffer Request,39.2692
128,8,conv5,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.2991000000000326
128,8,conv5,_5x_cudnn_volta_scudnn_128x64_relu_small_nn_v1,390.1607000000001
128,8,conv6,aten::cudnn_convolution,56.91419999999995
128,8,conv6,Activity Buffer Request,6.015899999999999
128,8,conv6,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.5535999999999603
128,8,conv6,_5x_cudnn_volta_scudnn_128x64_relu_small_nn_v1,54.36059999999999
128,8,pool2,aten::mean,11.59009999999996
128,8,pool2,Activity Buffer Request,1.1840000000000146
128,8,pool2,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",11.59009999999996
128,8,fc1,aten::addmm,9.894000000000029
128,8,fc1,Activity Buffer Request,0.979099999999994
128,8,fc1,"void gemmSN_TN_kernel<float, 128, 16, 2, 4, 8, 9, false, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float> >(cublasGemmSmallNParams<cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>)",9.894000000000029
128,8,relu,aten::clamp_min_,2.2942999999999527
128,8,relu,Activity Buffer Request,0.230399999999986
128,8,relu,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",2.2942999999999527
128,8,fc2,aten::addmm,5.94219999999998
128,8,fc2,Activity Buffer Request,0.5919000000000096
128,8,fc2,"void gemmSN_TN_kernel<float, 128, 16, 2, 4, 8, 9, false, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float> >(cublasGemmSmallNParams<cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>)",5.94219999999998
128,64,conv1,aten::cudnn_convolution,813.9681000000005
128,64,conv1,Activity Buffer Request,81.46580000000002
128,64,conv1,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.3149999999999635
128,64,conv1,_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1,810.6531000000006
128,64,pool1,aten::max_pool2d_with_indices,286.231
128,64,pool1,Activity Buffer Request,28.412200000000006
128,64,pool1,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float, int>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",286.231
128,64,conv2,aten::cudnn_convolution,1306.1852999999996
128,64,conv2,Activity Buffer Request,131.28820000000002
128,64,conv2,"void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",424.6956999999999
128,64,conv2,"void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)",9.938899999999967
128,64,conv2,volta_sgemm_128x64_nn,313.7044000000001
128,64,conv2,"void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",557.8462999999999
128,64,conv3,aten::cudnn_convolution,679.8273
128,64,conv3,Activity Buffer Request,67.96580000000002
128,64,conv3,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.2608000000000175
128,64,conv3,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,676.5665
128,64,conv4,aten::cudnn_convolution,292.5908
128,64,conv4,Activity Buffer Request,29.182900000000018
128,64,conv4,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.1870999999999867
128,64,conv4,_5x_cudnn_volta_scudnn_128x64_relu_small_nn_v1,289.4037
128,64,conv5,aten::cudnn_convolution,1452.9651
128,64,conv5,Activity Buffer Request,146.2862
128,64,conv5,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.3471999999998614
128,64,conv5,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1,1449.6178999999997
128,64,conv6,aten::cudnn_convolution,319.4132
128,64,conv6,Activity Buffer Request,31.961500000000022
128,64,conv6,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",3.2128000000000156
128,64,conv6,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,316.2004
128,64,pool2,aten::mean,71.69639999999995
128,64,pool2,Activity Buffer Request,7.084500000000003
128,64,pool2,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",71.69639999999995
128,64,fc1,aten::addmm,19.573800000000098
128,64,fc1,Activity Buffer Request,2.07679999999998
128,64,fc1,volta_sgemm_64x32_sliced1x4_tn,15.791500000000042
128,64,fc1,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",3.782300000000055
128,64,relu,aten::clamp_min_,2.0351999999999864
128,64,relu,Activity Buffer Request,0.19839999999999236
128,64,relu,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",2.0351999999999864
128,64,fc2,aten::addmm,12.980999999999995
128,64,fc2,Activity Buffer Request,1.2990999999999986
128,64,fc2,volta_sgemm_32x32_sliced1x4_tn,12.980999999999995
128,111,conv1,aten::cudnn_convolution,7220.697500000002
128,111,conv1,Activity Buffer Request,719.2427999999999
128,111,conv1,"void fft2d_r2c_32x32<float, false, 1u, true>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",18.45370000000032
128,111,conv1,"void fft2d_r2c_32x32<float, false, 0u, false>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",828.5406999999999
128,111,conv1,volta_gcgemm_32x32_nt,2526.320300000001
128,111,conv1,"void fft2d_c2r_32x32<float, true, false, 0u, false, false>(float*, float2 const*, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, cudnnActivationStruct, int, int)",3847.3828000000003
128,111,pool1,aten::max_pool2d_with_indices,429.08680000000004
128,111,pool1,Activity Buffer Request,42.67369999999998
128,111,pool1,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float, int>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",429.08680000000004
128,111,conv2,aten::cudnn_convolution,2025.6915000000001
128,111,conv2,Activity Buffer Request,200.99790000000004
128,111,conv2,"void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",658.6722000000003
128,111,conv2,"void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)",7.910099999999898
128,111,conv2,volta_sgemm_128x64_nn,549.7542
128,111,conv2,"void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",809.3550000000001
128,111,conv3,aten::cudnn_convolution,800.1429000000002
128,111,conv3,Activity Buffer Request,82.13490000000002
128,111,conv3,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.6206999999999425
128,111,conv3,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,797.5222000000001
128,111,conv4,aten::cudnn_convolution,393.86300000000006
128,111,conv4,Activity Buffer Request,39.3716
128,111,conv4,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.553500000000065
128,111,conv4,_5x_cudnn_volta_scudnn_128x64_relu_small_nn_v1,391.30949999999996
128,111,conv5,aten::cudnn_convolution,1684.0376
128,111,conv5,Activity Buffer Request,168.62760000000003
128,111,conv5,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.655899999999929
128,111,conv5,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1,1681.3817000000004
128,111,conv6,aten::cudnn_convolution,424.6384
128,111,conv6,Activity Buffer Request,43.1314
128,111,conv6,"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",2.8478999999999473
128,111,conv6,_5x_cudnn_volta_scudnn_128x128_relu_medium_nn_v1,421.79050000000007
128,111,pool2,aten::mean,102.55389999999997
128,111,pool2,Activity Buffer Request,10.1885
